 0.5304357E+00   single scattering albedo
 0.2495167E+01   scattering cross section
 0.4703995E+01   extinction cross section
 Normalized scattering matrix:
 theta(degrees)     F11                  F12                  F13                  F14                  F21                  F22                  F23                  F24                  F31                  F32                  F33                  F34                  F41                  F42                  F43                  F44
 160.000     0.1058515012E+00    -0.3455198836E-02     0.0000000000E+00     0.0000000000E+00    -0.3455198836E-02     0.1058515012E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1055752262E+00    -0.1471766387E-02     0.0000000000E+00     0.0000000000E+00     0.1471766387E-02    -0.1055752262E+00
 161.000     0.1058614552E+00    -0.3155183047E-02     0.0000000000E+00     0.0000000000E+00    -0.3155183047E-02     0.1058614552E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056104079E+00    -0.1323682605E-02     0.0000000000E+00     0.0000000000E+00     0.1323682605E-02    -0.1056104079E+00
 162.000     0.1058775485E+00    -0.2868092852E-02     0.0000000000E+00     0.0000000000E+00    -0.2868092852E-02     0.1058775485E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1056521311E+00    -0.1181918196E-02     0.0000000000E+00     0.0000000000E+00     0.1181918196E-02    -0.1056521311E+00
 163.000     0.1058997810E+00    -0.2593448386E-02     0.0000000000E+00     0.0000000000E+00    -0.2593448386E-02     0.1058997810E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057001725E+00    -0.1047124970E-02     0.0000000000E+00     0.0000000000E+00     0.1047124970E-02    -0.1057001725E+00
 164.000     0.1059280485E+00    -0.2330938587E-02     0.0000000000E+00     0.0000000000E+00    -0.2330938587E-02     0.1059280485E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1057539508E+00    -0.9198423359E-03     0.0000000000E+00     0.0000000000E+00     0.9198423359E-03    -0.1057539508E+00
 165.000     0.1059618145E+00    -0.2080280567E-02     0.0000000000E+00     0.0000000000E+00    -0.2080280567E-02     0.1059618145E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1058127508E+00    -0.8005771670E-03     0.0000000000E+00     0.0000000000E+00     0.8005771670E-03    -0.1058127508E+00
 166.000     0.1060009375E+00    -0.1841394813E-02     0.0000000000E+00     0.0000000000E+00    -0.1841394813E-02     0.1060009375E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1058759317E+00    -0.6897131680E-03     0.0000000000E+00     0.0000000000E+00     0.6897131680E-03    -0.1058759317E+00
 167.000     0.1060447767E+00    -0.1614270615E-02     0.0000000000E+00     0.0000000000E+00    -0.1614270615E-02     0.1060447767E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1059423909E+00    -0.5875171628E-03     0.0000000000E+00     0.0000000000E+00     0.5875171628E-03    -0.1059423909E+00
 168.000     0.1060928851E+00    -0.1399040222E-02     0.0000000000E+00     0.0000000000E+00    -0.1399040222E-02     0.1060928851E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1060113683E+00    -0.4941732041E-03     0.0000000000E+00     0.0000000000E+00     0.4941732041E-03    -0.1060113683E+00
 169.000     0.1061442122E+00    -0.1195981749E-02     0.0000000000E+00     0.0000000000E+00    -0.1195981749E-02     0.1061442122E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1060813144E+00    -0.4096848716E-03     0.0000000000E+00     0.0000000000E+00     0.4096848716E-03    -0.1060813144E+00
 170.000     0.1061980948E+00    -0.1005683909E-02     0.0000000000E+00     0.0000000000E+00    -0.1005683909E-02     0.1061980948E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1061514169E+00    -0.3339226241E-03     0.0000000000E+00     0.0000000000E+00     0.3339226241E-03    -0.1061514169E+00
 171.000     0.1062533483E+00    -0.8286177181E-03     0.0000000000E+00     0.0000000000E+00    -0.8286177181E-03     0.1062533483E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1062202975E+00    -0.2667843946E-03     0.0000000000E+00     0.0000000000E+00     0.2667843946E-03    -0.1062202975E+00
 172.000     0.1063086167E+00    -0.6655659527E-03     0.0000000000E+00     0.0000000000E+00    -0.6655659527E-03     0.1063086167E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1062864587E+00    -0.2079807309E-03     0.0000000000E+00     0.0000000000E+00     0.2079807309E-03    -0.1062864587E+00
 173.000     0.1063627005E+00    -0.5176353152E-03     0.0000000000E+00     0.0000000000E+00    -0.5176353152E-03     0.1063627005E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1063488424E+00    -0.1572278270E-03     0.0000000000E+00     0.0000000000E+00     0.1572278270E-03    -0.1063488424E+00
 174.000     0.1064140499E+00    -0.3858712444E-03     0.0000000000E+00     0.0000000000E+00    -0.3858712444E-03     0.1064140499E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1064061075E+00    -0.1141650355E-03     0.0000000000E+00     0.0000000000E+00     0.1141650355E-03    -0.1064061075E+00
 175.000     0.1064609215E+00    -0.2714729635E-03     0.0000000000E+00     0.0000000000E+00    -0.2714729635E-03     0.1064609215E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1064569205E+00    -0.7845737127E-04     0.0000000000E+00     0.0000000000E+00     0.7845737127E-04    -0.1064569205E+00
 176.000     0.1065021083E+00    -0.1756574347E-03     0.0000000000E+00     0.0000000000E+00    -0.1756574347E-03     0.1065021083E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1065004170E+00    -0.4975662523E-04     0.0000000000E+00     0.0000000000E+00     0.4975662523E-04    -0.1065004170E+00
 177.000     0.1065358818E+00    -0.9972436237E-04     0.0000000000E+00     0.0000000000E+00    -0.9972436237E-04     0.1065358818E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1065353081E+00    -0.2782944284E-04     0.0000000000E+00     0.0000000000E+00     0.2782944284E-04    -0.1065353081E+00
 178.000     0.1065609008E+00    -0.4460230411E-04     0.0000000000E+00     0.0000000000E+00    -0.4460230411E-04     0.1065609008E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1065607965E+00    -0.1229421923E-04     0.0000000000E+00     0.0000000000E+00     0.1229421923E-04    -0.1065607965E+00
 179.000     0.1065763757E+00    -0.1121589503E-04     0.0000000000E+00     0.0000000000E+00    -0.1121589503E-04     0.1065763757E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1065763757E+00    -0.3032798304E-05     0.0000000000E+00     0.0000000000E+00     0.3032798304E-05    -0.1065763757E+00
 180.000     0.1065816358E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.1065816358E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.1065816358E+00     0.0000000000E+00     0.0000000000E+00     0.0000000000E+00    -0.0000000000E+00    -0.1065816358E+00
